Event key,Component key,Event path,Education level,Database query type,Affected table,Since,Legacy event,Component_pt,Event name_pt,Component_it,Event name_it,Component_fr,Event name_fr,Component_de,Event name_de,Component_ca,Event name_ca,Component_en,Event name_en,Component_es,Event name_es
SUBMISSION_REASSESSED,WORKSHOP,\mod_workshop\event\submission_reassessed,Participating,update,workshop_assessments,2.7,,Workshop,Submissão reavaliada,Workshop,Valutata di nuovo consegna,Atelier,Travail ré-évalué,Gegenseitige Beurteilung,Abgabe neu beurteilt,Taller,S'ha reavaluat la tramesa,Workshop,Submission re-assessed,Taller,Entrega re-evaluada
SUBMISSION_UPDATED,WORKSHOP,\mod_workshop\event\submission_updated,Participating,update,workshop_submissions,2.7,,Workshop,Submissão atualizada,Workshop,Aggiornata consegna,Atelier,Travail modifié,Gegenseitige Beurteilung,Abgabe aktualisiert,Taller,S'ha actualitzat la tramesa,Workshop,Submission updated,Taller,Entrega actualizada
SUBMISSION_VIEWED,WORKSHOP,\mod_workshop\event\submission_viewed,Participating,read,workshop_submissions,2.7,,Workshop,Submissão visualizada,Workshop,Visualizzata consegna,Atelier,Travail consulté,Gegenseitige Beurteilung,Abgabe angezeigt,Taller,S'ha mostrat la tramesa,Workshop,Submission viewed,Taller,Entrega vista
COMMENT_CREATED,COMMENTS,\block_comments\event\comment_created,Participating,create,comments,2.7,,Comentários,Comentário criado,Commenti,Creato commento,Commentaires,Commentaire créé,Kommentare,Kommentar angelegt,Comentaris,Comentari creat,Comments,Comment created,Comentarios,Comentario creado
COMMENT_DELETED,COMMENTS,\block_comments\event\comment_deleted,Participating,delete,comments,2.7,,Comentários,Comentário apagado,Commenti,Eliminato commento,Commentaires,Commentaire supprimé,Kommentare,Kommentar gelöscht,Comentaris,Comentari suprimit,Comments,Comment deleted,Comentarios,Comentario eliminado
COMPLETION_REPORT_VIEWED,COURSE_COMPLETION,\report_completion\event\report_viewed,Other,read,,2.7,,Conclusão da disciplina,Relatório de conclusão visualizado,Completamento corso,Visualizzato report completamento,Achèvement de cours,Rapport d'achèvement consulté,Kursabschluss,Abschlussbericht angezeigt,Compleció del curs,S'ha visualitzat l'informe de compleció,Course completion,Completion report viewed,Finalización del curso,Reporte de finalización visualizado
COMPLETION_USER_REPORT_VIEWED,COURSE_COMPLETION,\report_completion\event\user_report_viewed,Other,read,,2.7,,Conclusão da disciplina,Relatório de conclusão visualizado,Completamento corso,Visualizzato report completamento utente,Achèvement de cours,Rapport utilisateur d'achèvement consulté,Kursabschluss,Nutzer-Abschlussbericht angezeigt,Compleció del curs,S'ha visualitzat l'informe de compleció de l'usuari,Course completion,Completion user report viewed,Finalización del curso,Reporte de usuario de finalización visualizado
LOG_REPORT_VIEWED,LOGS,\report_log\event\report_viewed,Other,read,,2.7,,Registos de atividade,Relatório de registos de atividade visualizado,Log,Visualizzato report log,Journaux,Journal consulté,Logdaten,Logbericht angezeigt,Registres,S'ha visualitzat l'informe dels registres,Logs,Log report viewed,Registros,Informe de registros visto
USER_LOG_REPORT_VIEWED,LOGS,\report_log\event\user_report_viewed,Other,read,,2.7,,Registos de atividade,Relatório de registos de atividade do utilizador visualizado,Log,Visualizzato report log utente,Journaux,Journal d'utilisateur consulté,Logdaten,Logbericht von Nutzer/innen angezeigt,Registres,S'ha visualitzat l'informe dels registres de l'usuari,Logs,User log report viewed,Registros,Informe de registros de usuario visto
LIVE_LOG_REPORT_VIEWED,LIVE_LOGS,\report_loglive\event\report_viewed,Other,read,,2.7,,Registos de atividade em tempo real,Relatório de registos em tempo real visualizado,Live log,Visualizzato report Live log,Journal en direct,Journal en direct consulté,Live-Logdaten,Aktuelle Logdaten angezeigt,Registres en directe,S'ha visualitzat l'informe dels registres en directe,Live logs,Live log report viewed,Registros activos,Lector de registros en tiempo real visto
ACTIVITY_REPORT_VIEWED,ACTIVITY_REPORT,\report_outline\event\activity_report_viewed,Teaching,read,,2.7,,Relatório de atividades,Relatório de atividade visualizado,Attività del corso,Visualizzato report attività del corso,Activités du cours,Rapport d'activité consulté,Kursaktivität,Aktivitätsbericht gesehen,Informe d'activitat,S'ha mostrat l'informe d'activitat,Activity report,Activity report viewed,Actividad del curso,Informe de actividad visto
OUTLINE_REPORT_VIEWED,ACTIVITY_REPORT,\report_outline\event\report_viewed,Teaching,read,,2.7,,Relatório de atividades,Relatório geral visualizado,Attività del corso,Visualizzato report riassuntivo,Activités du cours,Rapport résumé consulté,Kursaktivität,Lernzielbericht gesehen,Informe d'activitat,S'ha mostrat l'informe esquemàtic,Activity report,Outline report viewed,Actividad del curso,Outline report viewed
PARTICIPATION_REPORT_VIEWED,COURSE_PARTICIPATION,\report_participation\event\report_viewed,Teaching,read,,2.7,,Participação na disciplina,Relatório de participação visualizado,Partecipazione al corso,Visualizzato report partecipazione al corso,Participation au cours,Rapport de participation consulté,Kursbeteiligung,Beteiligungsbericht gesehen,Participació al curs,S'ha mostrat l'informe de participació,Course participation,Participation report viewed,Participación en el curso,Informe de participación visto
REPORT_VIEWED,QUESTION_INSTANCES,\report_questioninstances\event\report_viewed,Other,read,,2.7,,Instâncias das perguntas,Relatório visualizado,Domande,Visualizzato report,Instances de question,Rapport consulté,Frage-Instanzen,Bericht gesehen,Instàncies de la pregunta,Informe mostrat,Question instances,Report viewed,Casos de pregunta,Informe visto
STATISTICS_REPORT_VIEWED,STATISTICS,\report_stats\event\report_viewed,Teaching,read,,2.7,,Estatísticas,Relatório de estatísticas visualizado,Statistiche,Visualizzato report statistiche,Statistiques,Rapport de statistiques consulté,Kursstatistiken,Statistik gesehen,Estadístiques,S'ha mostrat l'informe d'estadístiques,Statistics,Statistics report viewed,Estadísticas,Informe de estadísticas visto
USER_STATISTICS_REPORT_VIEWED,STATISTICS,\report_stats\event\user_report_viewed,Teaching,read,,2.7,,Estatísticas,Relatório de estatísticas visualizado,Statistiche,Visualizzato report statistiche utente,Statistiques,Rapport de statistiques utilisateur consulté,Kursstatistiken,Nutzerstatistik gesehen,Estadístiques,S'ha mostrat l'informe d'estadístiques de l'usuari,Statistics,User statistics report viewed,Estadísticas,Informe de estadísticas de usuarios visto
OPENDOCUMENT_GRADE_EXPORTED,OPENDOCUMENT_SPREADSHEET,\gradeexport_ods\event\grade_exported,Teaching,read,,3.2,,Folha de cálculo OpenOffice,Avaliação exportada em OpenDocument,Formato OpenDocument,Esportate valutazioni OpenDcument,Feuille de calcul OpenDocument (ODS),Notes exportées en format OpenDocument,OpenDocument-Datei,Bewertung als ODS exportiert,Full de càlcul OpenOffice,OpenDocument grade exported,OpenDocument spreadsheet,OpenDocument grade exported,Hoja de cálculo OpenOffice,Calificación OpenDocument exportada
TXT_GRADE_EXPORTED,PLAIN_TEXT_FILE,\gradeexport_txt\event\grade_exported,Teaching,read,,3.2,,Ficheiro de texto simples,Avaliação exportada em TXT,Formato testo,Esportate valutazione in TXT,Fichier texte,Notes exportées en format TXT,Textdatei,Bewertung als TXT exportiert,Fitxer de text net,TXT grade exported,Plain text file,TXT grade exported,Archivo en texto plano,Calificación TXT exportada
XLS_GRADE_EXPORTED,EXCEL_SPREADSHEET,\gradeexport_xls\event\grade_exported,Teaching,read,,3.2,,Folha de cálculo Excel,Avaliação exportada em XLS,Formato Excel,Esportate valutazione in XLS,Feuille de calcul Excel,Notes exportées en format XLS,Excel-Datei,Bewertung als XLS exportiert,Full de càlcul Excel,XLS grade exported,Excel spreadsheet,XLS grade exported,Hoja de cálculo Excel,Calificación XLS exportada
XML_GRADE_EXPORTED,XML_FILE,\gradeexport_xml\event\grade_exported,Teaching,read,,3.2,,Ficheiro XML,Avaliação exportada em XML,Formato XML,Esportate valutazione in XML,Fichier XML,Notes exportées en format XML,XML-Datei,Bewertung als XML exportiert,Fitxer XML,XML grade exported,XML file,XML grade exported,Archivo XML,Calificación XML exportada
GRADER_REPORT_VIEWED,GRADER_REPORT,\gradereport_grader\event\grade_report_viewed,Teaching,read,,2.8,,Pauta do avaliador,Relatório de avaliador visualizado,Registro valutatore,Visualizzato registro valutatore,Rapport de l'évaluateur,Rapport de l'évaluateur consulté,Bewerterübersicht,Bewerterübersicht angezeigt,Informe del qualificador,S'ha visualitzat l'informe del qualificador,Grader report,Grader report viewed,Informe del Calificador,Informe del examinador visto
GRADE_HISTORY_REPORT_VIEWED,GRADE_HISTORY,\gradereport_history\event\grade_report_viewed,Teaching,read,,2.8,,Histórico das notas,Relatório de histórico das notas visualizado,Storico delle valutazioni,Visualizzato storico delle valutazioni,Historique d'évaluation,Rapport d'historique d'évaluation consulté,Bewertungsverlauf,Bewertungsverlauf angezeigt,Historial de qualificacions,S'ha visualitzat l'informe de l'historial de qualificacions,Grade history,Grade history report viewed,Historial de calificación,Informe de historial de notas visto
GRADE_OUTCOMES_REPORT_VIEWED,OUTCOMES_REPORT,\gradereport_outcomes\event\grade_report_viewed,Teaching,read,,2.8,,Relatório dos resultados da aprendizagem,Relatório dos resultados da aprendizagem visualizado,Scheda obiettivi,Visualizzato report obiettivi,Rapport d'objectifs,Rapport d'objectifs consulté,Übersicht der Lernziele,Ergebnisübersicht angezeigt,Informe de resultats,S'ha visualitzat l'informe de resultats de qualificacions,Outcomes report,Grade outcomes report viewed,Informe de resultados,Informe de resultados visto
GRADE_OVERVIEW_REPORT_VIEWED,OVERVIEW_REPORT,\gradereport_overview\event\grade_report_viewed,Participating,read,,2.8,,Pauta global,Relatório de pauta global visualizado,Scheda globale utente,Visualizzata scheda globale utente,Rapport d'ensemble,Rapport d'ensemble consulté,Übersicht,Übersicht angezeigt,Informe resum,S'ha visualitzat l'informe de resum de qualificacions,Overview report,Grade overview report viewed,Informe general,Informe de resumen de notas visto
GRADE_SINGLE_VIEW_REPORT_VIEWED,SINGLE_VIEW,\gradereport_singleview\event\grade_report_viewed,Teaching,read,,2.8,,Vista simples,Relatório de vista simples visualizado,Scheda singola,Visualizzato report scheda singola,Affichage simplifié,Rapport d'évaluation simplifié consulté,Einzelansicht,Bewertungsbericht mit Einzelbildansichten angezeigt,Informe de vista única,S'ha visualitzat l'informe de vista única de qualificació.,Single view,Grade single view report viewed.,Vista Simple,Informe de calificación de vista simple visto.
GRADE_USER_REPORT_VIEWED,USER_REPORT,\gradereport_user\event\grade_report_viewed,Participating,read,,2.8,,Pauta do aluno,Relatório de notas do utilizador visualizado,Scheda individuale,Visualizzata scheda individuale,Rapport du participant,Rapport d'évaluation utilisateur consulté,Teilnehmerübersicht,Bewertungsübersicht angezeigt,Informe d'usuari,S'ha visualitzat l'informe d'usuari de qualificacions,User report,Grade user report viewed,Usuario,Informe de notas de usuario visto
REPORT_VIEWED,CAPABILITY_OVERVIEW,\tool_capability\event\report_viewed,Other,read,,2.7,,Análise das permissões,Relatório visualizado,Report dei privilegi,Visualizzato report,Rapport de capacité,Rapport consulté,Rechteübersicht,Aufgerufener Bericht,Informació general de la capacitat,Informe visualitzat,Capability overview,Report viewed,Informe de permisos,Informe visto
LANGUAGE_PACK_INSTALLED,LANGUAGE_PACKS,\tool_langimport\event\langpack_imported,Other,create,,2.8,,Pacotes linguísticos,Pacote linguístico instalado,Language pack,Installato language pack,Paquetages de langue,Paquetage de langue installé,Sprachpakete,Sprachpaket installiert,Paquets d'idioma,S'ha instal·lat el paquet d'idioma,Language packs,Language pack installed,Paquetes de idioma,Paquete de idioma instalado
LANGUAGE_PACK_UNINSTALLED,LANGUAGE_PACKS,\tool_langimport\event\langpack_removed,Other,delete,,2.8,,Pacotes linguísticos,Pacote linguístico desinstalado,Language pack,Rimosso language pack,Paquetages de langue,Paquetage de langue désinstallé,Sprachpakete,Sprachpaket deinstalliert,Paquets d'idioma,Paquet d'idioma desinstal·lat,Language packs,Language pack uninstalled,Paquetes de idioma,Paquete de idioma desinstalado
LANGUAGE_PACK_UPDATED,LANGUAGE_PACKS,\tool_langimport\event\langpack_updated,Other,update,,2.8,,Pacotes linguísticos,Pacote linguístico atualizado,Language pack,Aggiornato language pack,Paquetages de langue,Paquetage de langue mis à jour,Sprachpakete,Sprachpaket aktualisiert,Paquets d'idioma,Paquet d'Idioma actualitzat,Language packs,Language pack updated,Paquetes de idioma,Paquete de idioma actualizado
RULE_CREATED,EVENT_MONITOR,\tool_monitor\event\rule_created,Other,create,tool_monitor_rules,2.8,,Monitor de eventos,Regra criada,Monitoraggio eventi,Creata regola,Surveillance d'événements,Règle créée,Event-Beobachtung,Regel angelegt,Monitor d'esdeveniments,S'ha creat la regla,Event monitor,Rule created,Event monitor,Rule created
RULE_DELETED,EVENT_MONITOR,\tool_monitor\event\rule_deleted,Other,delete,tool_monitor_rules,2.8,,Monitor de eventos,Regra apagada,Monitoraggio eventi,Eliminata regola,Surveillance d'événements,Règle supprimée,Event-Beobachtung,Regel gelöscht,Monitor d'esdeveniments,S'ha esborrat la regla,Event monitor,Rule deleted,Event monitor,Rule deleted
RULE_UPDATED,EVENT_MONITOR,\tool_monitor\event\rule_updated,Other,update,tool_monitor_rules,2.8,,Monitor de eventos,Regra atualizada,Monitoraggio eventi,Aggiornata regola,Surveillance d'événements,Règle modifiée,Event-Beobachtung,Regel aktualisiert,Monitor d'esdeveniments,S'ha actualitzat la regla,Event monitor,Rule updated,Event monitor,Rule updated
SUBSCRIPTION_CREATED,EVENT_MONITOR,\tool_monitor\event\subscription_created,Teaching,create,tool_monitor_subscriptions,2.8,,Monitor de eventos,Subscrição criada,Monitoraggio eventi,Creata sottoscrizione,Surveillance d'événements,Abonnement créé,Event-Beobachtung,Abonnement angelegt,Monitor d'esdeveniments,S'ha creat la subcripció,Event monitor,Subscription created,Event monitor,Subscription created
SUBSCRIPTION_CRITERIA_MET,EVENT_MONITOR,\tool_monitor\event\subscription_criteria_met,Teaching,create,,2.8,,Monitor de eventos,Critérios de subscrição reunidos,Monitoraggio eventi,Soddisfatti criteri di sottoscrizione,Surveillance d'événements,Critère d'abonnement rempli,Event-Beobachtung,Abonnementkritierien sind erfüllt.,Monitor d'esdeveniments,Satisfà els criteris de subscripció,Event monitor,Subscription criteria met,Event monitor,Subscription criteria met
SUBSCRIPTION_DELETED,EVENT_MONITOR,\tool_monitor\event\subscription_deleted,Teaching,delete,tool_monitor_subscriptions,2.8,,Monitor de eventos,Subscrição apagada,Monitoraggio eventi,Eliminata sottoscrizione,Surveillance d'événements,Abonnement résilié,Event-Beobachtung,Abonnement gelöscht,Monitor d'esdeveniments,S'ha esborrat la subcripció,Event monitor,Subscription deleted,Event monitor,Subscription deleted
USER_POLICY_AGREEMENT_CREATED,POLICIES,\tool_policy\event\acceptance_created,Other,create,tool_policy_acceptances,,,Políticas,Consentimento do utilizador à política criado,Politiche,Creato accordo politiche utente,Politiques,Accord de politique créé,Richtlinien,Eine Nutzungsrichtlinie wurde erstellt,Polítiques,S'ha creat l'acord de política d'aquest usuari,Policies,User policy agreement created,Políticas,Creado el acuerdo de política de usuario
USER_POLICY_AGREEMENT_UPDATED,POLICIES,\tool_policy\event\acceptance_updated,Other,update,tool_policy_acceptances,,,Políticas,Consentimento do utilizador à política atualizado,Politiche,Aggiornato accordo politiche utente,Politiques,Accord de politique modifié,Richtlinien,Eine Nutzungsrichtlinie wurde aktualisiert,Polítiques,Política de l'usuari actualitzada,Policies,User policy agreement updated,Políticas,Actualizado el acuerdo de política de usuario
ITEM_CREATED,RECYCLE_BIN,\tool_recyclebin\event\category_bin_item_created,Other,create,tool_recyclebin_category,,,Reciclagem,Item criado,Cestino,Creato elemento,Corbeille,Élément créé,Papierkorb,Eintrag erstellt,Paperera de reciclatge,S'ha creat l'element,Recycle bin,Item created,Papelera de reciclaje,Elemento creado
ITEM_DELETED,RECYCLE_BIN,\tool_recyclebin\event\category_bin_item_deleted,Other,delete,tool_recyclebin_category,,,Reciclagem,Item apagado,Cestino,Eliminato elemento,Corbeille,Élément supprimé,Papierkorb,Eintrag gelöscht,Paperera de reciclatge,S'ha esborrat l'element,Recycle bin,Item deleted,Papelera de reciclaje,Elemento borrado
ITEM_RESTORED,RECYCLE_BIN,\tool_recyclebin\event\category_bin_item_restored,Other,update,tool_recyclebin_category,,,Reciclagem,Item restaurado,Cestino,Ripristinato elemento,Corbeille,Élément restauré,Papierkorb,Eintrag wiederhergestellt,Paperera de reciclatge,S'ha restaurat l'element,Recycle bin,Item restored,Papelera de reciclaje,Elemento restaurado
ITEM_CREATED,RECYCLE_BIN,\tool_recyclebin\event\course_bin_item_created,Other,create,tool_recyclebin_course,,,Reciclagem,Item criado,Cestino,Creato elemento,Corbeille,Élément créé,Papierkorb,Eintrag erstellt,Paperera de reciclatge,S'ha creat l'element,Recycle bin,Item created,Papelera de reciclaje,Elemento creado
ITEM_DELETED,RECYCLE_BIN,\tool_recyclebin\event\course_bin_item_deleted,Other,delete,tool_recyclebin_course,,,Reciclagem,Item apagado,Cestino,Eliminato elemento,Corbeille,Élément supprimé,Papierkorb,Eintrag gelöscht,Paperera de reciclatge,S'ha esborrat l'element,Recycle bin,Item deleted,Papelera de reciclaje,Elemento borrado
ITEM_RESTORED,RECYCLE_BIN,\tool_recyclebin\event\course_bin_item_restored,Other,update,tool_recyclebin_course,,,Reciclagem,Item restaurado,Cestino,Ripristinato elemento,Corbeille,Élément restauré,Papierkorb,Eintrag wiederhergestellt,Paperera de reciclatge,S'ha restaurat l'element,Recycle bin,Item restored,Papelera de reciclaje,Elemento restaurado
STEP_SHOWN,USER_TOURS,\tool_usertours\event\step_shown,Participating,read,tool_usertours_steps,,,Demonstrações ao utilizador,Etapa visualizada,Tour utente,Visualizzato passo,Visites guidées,Étape affichée,Geführte Touren,Schritt angezeigt,Visites guiades,Pas mostrat,User tours,Step shown,Tours para usuarios,Paso mostrado
TOUR_ENDED,USER_TOURS,\tool_usertours\event\tour_ended,Participating,create,tool_usertours_tours,,,Demonstrações ao utilizador,Demonstração terminada,Tour utente,Terminato tour,Visites guidées,Visite guidée terminée,Geführte Touren,Tour beendet,Visites guiades,Visita guiada finalitzada,User tours,Tour ended,Tours para usuarios,Tour terminado
TOUR_RESET,USER_TOURS,\tool_usertours\event\tour_reset,Participating,create,tool_usertours_tours,,,Demonstrações ao utilizador,Reiniciar demonstração,Tour utente,Reimpostato tour,Visites guidées,Visite guidée relancée,Geführte Touren,Tour zurückgesetzt,Visites guiades,Visita guiada restaurada,User tours,Tour reset,Tours para usuarios,Tour reiniciado
TOUR_STARTED,USER_TOURS,\tool_usertours\event\tour_started,Participating,read,tool_usertours_tours,,,Demonstrações ao utilizador,Demonstração iniciada,Tour utente,Avviato tour,Visites guidées,Visite guidée commencée,Geführte Touren,Tour begonnen,Visites guiades,S'ha iniciat la visita guiada,User tours,Tour started,Tours para usuarios,Tour iniciado
COMMENT_CREATED,SUBMISSION_COMMENTS,\assignsubmission_comments\event\comment_created,Participating,create,comments,2.7,,Comentários à submissão,Comentário criado,Commenti alle consegne,Creato commento,Commentaires,Commentaire créé,Abgabekommentare,Kommentar angelegt,Comentaris de la tramesa,Comentari creat,Submission comments,Comment created,Comentarios de la entrega,Comentario creado
COMMENT_DELETED,SUBMISSION_COMMENTS,\assignsubmission_comments\event\comment_deleted,Participating,delete,comments,2.7,,Comentários à submissão,Comentário apagado,Commenti alle consegne,Eliminato commento,Commentaires,Commentaire supprimé,Abgabekommentare,Kommentar gelöscht,Comentaris de la tramesa,Comentari suprimit,Submission comments,Comment deleted,Comentarios de la entrega,Comentario eliminado
A_FILE_HAS_BEEN_UPLOADED,FILE_SUBMISSIONS,\assignsubmission_file\event\assessable_uploaded,Participating,create,assign_submission,2.6,assessable_file_uploaded,Submissão de ficheiros,Um ficheiro foi carregado.,Consegna file,Caricato file,Remises de fichiers,Fichier déposé,Dateiabgabe,Datei wurde hochgeladen,Fitxers de la tramesa,S'ha pujat un fitxer.,File submissions,A file has been uploaded.,Archivos enviados,Un fichero ha sido subido.
SUBMISSION_CREATED,FILE_SUBMISSIONS,\assignsubmission_file\event\submission_created,Participating,create,assignsubmission_file,2.7,,Submissão de ficheiros,Submissão criada.,Consegna file,Creata consegna,Remises de fichiers,Travail de devoir créé,Dateiabgabe,Abgabe angelegt,Fitxers de la tramesa,S'ha creat la tramesa.,File submissions,Submission created.,Archivos enviados,Entrega creada.
SUBMISSION_UPDATED,FILE_SUBMISSIONS,\assignsubmission_file\event\submission_updated,Participating,update,assignsubmission_file,2.7,,Submissão de ficheiros,O utilizador guardou as alterações à submissão.,Consegna file,Salvata consegna da parte di un utente,Remises de fichiers,Travail de devoir modifié,Dateiabgabe,Nutzer/in hat Lösung gesichert.,Fitxers de la tramesa,S'ha actualitzat la tasca.,File submissions,Submission updated.,Archivos enviados,Envío actualizado.
AN_ONLINE_TEXT_HAS_BEEN_UPLOADED,ONLINE_TEXT_SUBMISSIONS,\assignsubmission_onlinetext\event\assessable_uploaded,Participating,create,assign_submission,2.6,assessable_content_uploaded,Submissões de texto online,Um texto online foi carregado.,Consegne testo online,Effettuata consegna testo online,Remise de textes en ligne,Texte en ligne déposé,Texteingabe online,Onlinetext wurde hochgeladen,Trameses de text en línia,S'ha pujat un text en línia.,Online text submissions,An online text has been uploaded.,Entregas de texto en línea,Un texto en línea ha sido subido.
SUBMISSION_CREATED,ONLINE_TEXT_SUBMISSIONS,\assignsubmission_onlinetext\event\submission_created,Participating,create,assignsubmission_onlinetext,2.7,,Submissões de texto online,Submissão criada.,Consegne testo online,Creata consegna,Remise de textes en ligne,Travail de devoir créé,Texteingabe online,Abgabe angelegt,Trameses de text en línia,S'ha creat la tramesa.,Online text submissions,Submission created.,Entregas de texto en línea,Entrega creada.
SUBMISSION_UPDATED,ONLINE_TEXT_SUBMISSIONS,\assignsubmission_onlinetext\event\submission_updated,Participating,update,assignsubmission_onlinetext,2.7,,Submissões de texto online,O utilizador guardou as alterações à submissão.,Consegne testo online,Salvata consegna da parte di un utente,Remise de textes en ligne,Travail de devoir modifié,Texteingabe online,Nutzer/in hat Lösung gesichert.,Trameses de text en línia,S'ha actualitzat la tasca.,Online text submissions,Submission updated.,Entregas de texto en línea,Envío actualizado.
BOOK_EXPORTED,BOOK_IMS_CP_EXPORT,\booktool_exportimscp\event\book_exported,Other,read,book,2.6,,Exportar livro para IMS CP,Livro exportado,Esportazione libro in formato IMS CP,Esportato libro,Exportation de livre IMS CP,Livre exporté,Buch-Export (IMS-CP),Buch exportiert,Exporta el llibre com a paquet de contingut IMS,Llibre exportat,Book IMS CP export,Book exported,Exportar Libro a IMS CP,Libro exportado
BOOK_PRINTED,BOOK_PRINTING,\booktool_print\event\book_printed,Participating,read,book,2.6,,Imprimir livro,Livro imprimido,Stampa libro,Stampato libro,Imprimer le livre,Livre imprimé,Buch drucken,Buch gedruckt,Llibre,Llibre imprès,Book printing,Book printed,Libro,Libro impreso
CHAPTER_PRINTED,BOOK_PRINTING,\booktool_print\event\chapter_printed,Participating,read,book_chapters,2.6,,Imprimir livro,Capítulo imprimido,Stampa libro,Stampato capitolo,Imprimer le livre,Chapitre imprimé,Buch drucken,Kapitel gedruckt,Llibre,Capítol imprès,Book printing,Chapter printed,Libro,Capítulo impreso
